,Unnamed: 0,Facility.Name,APR.Severity.of.Illness.Code,mean_cost_dif,mean_charge_dif,Facility.Id,address,latitude,longitude
226,227,Ellis Hospital,1,-0.352830120602056,-0.336162950316365,829,Route 146,42.819839,-73.918747
227,228,Sisters of Charity Hospital - St Joseph Campus,4,-0.351833463723711,-0.395820099452231,292,2157 Main Street,42.914642,-78.784241
228,229,Moses-Ludington Hospital,3,-0.35141020167483,-0.816366359897931,309,Park Street,43.849476,-73.435593
229,230,Ellenville Regional Hospital,2,-0.35127595833702,-0.613077628533725,1002,"Rte 209,Shoprite Blvd",41.732235,-74.380661
230,231,Brooks Memorial Hospital,2,-0.351217922024758,-0.544096992673517,98,529 Central Avenue,42.480774,-79.33387
231,232,Millard Fillmore Suburban Hospital,4,-0.350895240169887,-0.479010574975757,3067,100 High Street,42.991219,-78.72982
232,233,Brooks Memorial Hospital,3,-0.348512037008367,-0.60794192384676,98,529 Central Avenue,42.480774,-79.33387
233,234,Claxton-Hepburn Medical Center,3,-0.347820803183247,-0.599224557147033,798,214 King Street,44.692039,-75.499908
234,235,Mount St Marys Hospital and Health Center,3,-0.346558896228136,-0.642590659437753,583,5300 Military Road,43.154659,-79.030556
235,236,Sisters of Charity Hospital,1,-0.34646254335206,-0.437007585620687,218,2157 Main Street,42.92905,-78.849953
236,237,Degraff Memorial Hospital,2,-0.344486250449043,-0.442665859604441,581,100 High Street,43.026154,-78.862457
237,238,Mount St Marys Hospital and Health Center,1,-0.343056227564012,-0.60906877940196,583,5300 Military Road,43.154659,-79.030556
238,239,Little Falls Hospital,2,-0.338956575429905,-0.623209638120453,362,140 Burwell Street,43.043964,-74.847458
239,240,Sisters of Charity Hospital,3,-0.338085609292807,-0.427078587009074,218,2157 Main Street,42.92905,-78.849953
240,241,New York-Presbyterian/Lawrence Hospital,1,-0.336494357741479,-0.106972400809486,1122,622 West 168th Street,40.941673,-73.836334
241,242,St. Mary's Hospital,1,-0.33488753550636,-0.206321838004481,755,2215 Burdett Avenue,42.743382,-73.675735
242,243,Women And Children's Hospital Of Buffalo,1,-0.334037161998758,-0.41403071911766,208,100 High Street,42.900716,-78.867203
243,244,St Luke's Cornwall Hospital/Newburgh,4,-0.333971003202263,-0.0764435804192972,694,19 Laurel Avenue,41.503017,-74.015129
244,245,NYU Langone Hospital-Brooklyn,0,-0.33191679661784,0.0950803557387052,1304,550 First Avenue,40.646591,-74.020439
245,246,Ellis Hospital,2,-0.330915004509389,-0.308903468620016,829,Route 146,42.819839,-73.918747
246,247,Ira Davenport Memorial Hospital Inc,1,-0.3304793588569,-0.40219329722143,873,Po Box 350 Route 54,42.372952,-77.278656
247,248,Carthage Area Hospital Inc,3,-0.325706528493821,-0.516402094706308,379,West Street Rd,43.986073,-75.595421
248,249,The Unity Hospital of Rochester-St Marys Campus,2,-0.325373275092411,-0.522084343872501,412,1555 Long Pond Road,43.14901,-77.636139
249,250,Cobleskill Regional Hospital,2,-0.325027552600276,-0.579804228557291,851,34 Grandview Drive,42.68683,-74.481976
250,251,Millard Fillmore Suburban Hospital,2,-0.324299421657522,-0.425817076928848,3067,100 High Street,42.991219,-78.72982
251,252,Cayuga Medical Center at Ithaca,1,-0.323432339559234,-0.644959887126372,977,1285 Trumansburg Road,42.469826,-76.536896
252,253,St Peters Hospital,3,-0.323048851637133,-0.229927239622767,5,315 South Manning Blvd,42.657539,-73.803879
253,254,Mercy Hospital of Buffalo,4,-0.321764519890827,-0.405026938711514,213,565 Abbott Road,42.84853,-78.812859
254,255,Richmond University Medical Center,3,-0.319560411880362,-0.109289511389916,1738,355 Bard Avenue,40.635807,-74.106674
255,256,Samaritan Hospital,1,-0.317784073735359,-0.375963676876465,756,2215 Burdett Avenue,42.733574,-73.671455
256,257,Rochester General Hospital,4,-0.317752700692289,-0.495360646089408,411,905 Culver Road,43.192619,-77.584503
257,258,St Luke's Cornwall Hospital/Newburgh,3,-0.316934195808177,-0.0321822079630466,694,19 Laurel Avenue,41.503017,-74.015129
258,259,United Memorial Medical Center Bank Street Campus,1,-0.316389712522217,-0.456101503140162,340,127 North St,42.998436,-78.181587
259,260,Little Falls Hospital,1,-0.31554934014347,-0.613079895172788,362,140 Burwell Street,43.043964,-74.847458
260,261,Samaritan Medical Center,3,-0.314910067676876,-0.369878345017309,367,830 Washington St,43.964928,-75.912827
261,262,Albany Memorial Hospital,2,-0.314732481345846,-0.461300162412299,4,2215 Burdett Avenue,42.674271,-73.749268
262,263,Ira Davenport Memorial Hospital Inc,2,-0.314667963561804,-0.420676229015341,873,Po Box 350 Route 54,42.372952,-77.278656
263,264,Mount St Marys Hospital and Health Center,2,-0.314596366057376,-0.610161582815605,583,5300 Military Road,43.154659,-79.030556
264,265,St Joseph's Medical Center,1,-0.314260979726164,-0.600307210850561,1098,127 S Broadway,40.929512,-73.896957
265,266,Mercy Hospital of Buffalo,2,-0.314160307309184,-0.472536640213742,213,565 Abbott Road,42.84853,-78.812859
266,267,Millard Fillmore Suburban Hospital,1,-0.313448856140097,-0.389237892656988,3067,100 High Street,42.991219,-78.72982
267,268,Geneva General Hospital,1,-0.313440658809016,-0.454575019884513,671,196 198 North Street,42.875748,-76.987427
268,269,Degraff Memorial Hospital,1,-0.312723854949002,-0.411883318792509,581,100 High Street,43.026154,-78.862457
269,270,Faxton-St Lukes Healthcare St Lukes Division,3,-0.310888503169099,-0.32754256191769,599,1656 Champlin Avenue,43.098179,-75.275383
270,271,Mercy Hospital of Buffalo,1,-0.310847923998782,-0.47864078759811,213,565 Abbott Road,42.84853,-78.812859
271,272,New York-Presbyterian/Lawrence Hospital,3,-0.307632528680131,-0.0878242574634385,1122,622 West 168th Street,40.941673,-73.836334
272,273,New York-Presbyterian/Lawrence Hospital,2,-0.307607534777831,-0.0655531504329637,1122,622 West 168th Street,40.941673,-73.836334
273,274,Faxton-St Lukes Healthcare St Lukes Division,2,-0.307570346061621,-0.33084200014875,599,1656 Champlin Avenue,43.098179,-75.275383
274,275,Mercy Hospital of Buffalo,3,-0.307106951239389,-0.453000022302935,213,565 Abbott Road,42.84853,-78.812859
275,276,St. Peter's Addiction Recovery Center,1,-0.307012783335731,-0.52759938899819,9431,315 South Manning Blvd,42.701252,-73.904968
276,277,Our Lady of Lourdes Memorial Hospital Inc,2,-0.305604136928315,-0.337276259743024,43,169 Riverside Drive,42.092606,-75.935646
277,278,"New York Community Hospital of Brooklyn, Inc",3,-0.304320216561923,-0.393181248137523,1293,2525 Kings Highway,40.613419,-73.948967
278,279,Cayuga Medical Center at Ithaca,2,-0.303878570925808,-0.641437268104737,977,1285 Trumansburg Road,42.469826,-76.536896
279,280,Glen Cove Hospital,4,-0.301576022775844,-0.267895963563049,490,St Andrews Lane,40.871731,-73.62159
280,281,Degraff Memorial Hospital,3,-0.301153831513679,-0.423533987695406,581,100 High Street,43.026154,-78.862457
281,282,Mount Sinai Hospital - Mount Sinai Hospital of Queens,3,-0.300793911954256,-0.344088892528257,1639,One Gustave L Levy Place,40.768269,-73.924461
282,283,Staten Island University Hosp-South,2,-0.299376141092337,0.0121035662808231,1737,256 Mason Avenue,40.516773,-74.196808
283,284,St Luke's Cornwall Hospital/Newburgh,2,-0.299143305547743,-0.0440905092784377,694,19 Laurel Avenue,41.503017,-74.015129
284,285,Saratoga Hospital,1,-0.295735061844766,-0.12281519446964,818,211 Church Street,43.084843,-73.796341
285,286,Ellis Hospital - Bellevue Woman's Care Center Division,2,-0.295326670483832,-0.459981889840756,848,Route 146,42.793575,-73.879089
286,287,St Catherine of Siena Hospital,4,-0.295282609504547,0.145656316960586,943,1 Huntington Quadrangle,40.867531,-73.220222
287,288,Gouverneur Hospital,3,-0.295130523283171,-0.66998918951419,812,c/o Canton-Potsdam Hospital,44.338207,-75.474411
288,289,Brookhaven Memorial Hospital Medical Center Inc,4,-0.295062749913078,0.298367376408689,885,101 Hospital Road,40.778915,-72.978035
289,290,Eastern Niagara Hospital - Lockport Division,1,-0.294557283270838,-0.496744583432746,565,521 East Avenue,43.176472,-78.670998
290,291,Claxton-Hepburn Medical Center,1,-0.293373566975959,-0.539543222247245,798,214 King Street,44.692039,-75.499908
291,292,St Luke's Cornwall Hospital/Newburgh,1,-0.292840123015685,-0.0698358114782798,694,19 Laurel Avenue,41.503017,-74.015129
292,293,Brookhaven Memorial Hospital Medical Center Inc,1,-0.291761697388483,0.467202415104722,885,101 Hospital Road,40.778915,-72.978035
293,294,United Health Services Hospitals Inc. - Binghamton General Hospital,1,-0.291423259944359,-0.396312075846092,42,Po Box 54o,42.088062,-75.91423
294,295,St Joseph's Medical Center,2,-0.290001722071405,-0.571249004874062,1098,127 S Broadway,40.929512,-73.896957
295,296,Claxton-Hepburn Medical Center,2,-0.289947252461301,-0.550796440375779,798,214 King Street,44.692039,-75.499908
296,297,The Unity Hospital of Rochester,3,-0.289844260216002,-0.524477755676793,471,1555 Long Pond Road,43.191551,-77.701538
297,298,Staten Island University Hosp-South,1,-0.289353754539753,-0.0047652616352476,1737,256 Mason Avenue,40.516773,-74.196808
298,299,SJRH - St Johns Division,0,-0.287427715491017,-0.294504907003573,1097,967 North Broadway,40.968262,-73.885033
299,300,Saratoga Hospital,4,-0.285638031795622,-0.147139029368391,818,211 Church Street,43.084843,-73.796341
300,301,Canton-Potsdam Hospital,2,-0.284987711731356,-0.494024943183711,815,50 Leroy St,44.676151,-74.981529
301,302,Putnam Hospital Center,2,-0.283770463637419,-0.0947487860385185,752,Stoneleigh Avenue,41.384766,-73.664413
302,303,Women And Children's Hospital Of Buffalo,2,-0.282334437882502,-0.3626875736825,208,100 High Street,42.900716,-78.867203
303,304,Faxton-St Lukes Healthcare St Lukes Division,1,-0.281602219897077,-0.327760864981083,599,1656 Champlin Avenue,43.098179,-75.275383
304,305,Northern Dutchess Hospital,2,-0.281495173065521,-0.244276398503748,192,Springbrook Avenue,41.934223,-73.912331
305,306,Sisters of Charity Hospital - St Joseph Campus,2,-0.281244964514839,-0.413677786136341,292,2157 Main Street,42.914642,-78.784241
306,307,Rochester General Hospital,1,-0.280272429514199,-0.385008057450525,411,905 Culver Road,43.192619,-77.584503
307,308,Canton-Potsdam Hospital,3,-0.280131702701412,-0.524319634305045,815,50 Leroy St,44.676151,-74.981529
308,309,Saratoga Hospital,3,-0.279696518390293,-0.116159176886394,818,211 Church Street,43.084843,-73.796341
309,310,Vassar Brothers Medical Center,3,-0.279428162002651,-0.07445392745845,181,45 Reade Place,41.694523,-73.935799
310,311,Cuba Memorial Hospital Inc,1,-0.278821487257535,-0.730923061126872,37,140 West Main St,42.213474,-78.287506
311,312,New York-Presbyterian/Lawrence Hospital,4,-0.278470323287784,-0.0483718850014591,1122,622 West 168th Street,40.941673,-73.836334
312,313,Brooks Memorial Hospital,1,-0.278339021068973,-0.513015797010057,98,529 Central Avenue,42.480774,-79.33387
313,314,Ellis Hospital,3,-0.277970707407996,-0.286328486360014,829,Route 146,42.819839,-73.918747
314,315,Sisters of Charity Hospital,2,-0.277690180178806,-0.383889240485297,218,2157 Main Street,42.92905,-78.849953
315,316,Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp,4,-0.276710575386519,-0.595269771302269,39,191 North Main Street,42.122921,-77.949974
316,317,Putnam Hospital Center,1,-0.274156899612653,-0.0704567905396131,752,Stoneleigh Avenue,41.384766,-73.664413
317,318,Erie County Medical Center,4,-0.27271898466421,-0.550426055571357,210,462 Grider Street,42.92717,-78.829224
318,319,Northern Dutchess Hospital,1,-0.272686790214199,-0.252255110309056,192,Springbrook Avenue,41.934223,-73.912331
319,320,Buffalo General Medical Center,4,-0.27190678779637,-0.415575336553781,207,100 High Street,42.900394,-78.865707
320,321,St Peters Hospital,1,-0.270114204871309,-0.155453215412089,5,315 South Manning Blvd,42.657539,-73.803879
321,322,Rochester General Hospital,2,-0.269984512108292,-0.395116414730297,411,905 Culver Road,43.192619,-77.584503
322,323,Sisters of Charity Hospital - St Joseph Campus,1,-0.26892715514405,-0.431568913678939,292,2157 Main Street,42.914642,-78.784241
323,324,St Peters Hospital,2,-0.267559275392152,-0.164526969670259,5,315 South Manning Blvd,42.657539,-73.803879
324,325,Brooks Memorial Hospital,4,-0.267401829906025,-0.618104131722446,98,529 Central Avenue,42.480774,-79.33387
325,326,Massena Memorial Hospital,2,-0.266878009667455,-0.626762629971501,804,1 Hospital Drive,44.936363,-74.907951
326,327,Soldiers and Sailors Memorial Hospital of Yates County Inc,2,-0.266740611421726,-0.558545478605618,1158,418 North Main St,42.670712,-77.059822
327,328,Brookhaven Memorial Hospital Medical Center Inc,2,-0.263692938001004,0.478873769886618,885,101 Hospital Road,40.778915,-72.978035
328,329,Canton-Potsdam Hospital,1,-0.261741321887477,-0.490544225090224,815,50 Leroy St,44.676151,-74.981529
329,330,Eastern Long Island Hospital,3,-0.261524472731787,-0.123728990862836,891,178-50 Linden Blvd,41.110958,-72.361282
330,331,Northern Dutchess Hospital,3,-0.259546883196275,-0.330847977362102,192,Springbrook Avenue,41.934223,-73.912331
331,332,Ellis Hospital - Bellevue Woman's Care Center Division,1,-0.259090617440425,-0.442700950811363,848,Route 146,42.793575,-73.879089
332,333,Eastern Long Island Hospital,4,-0.259013539058586,-0.29671394468884,891,178-50 Linden Blvd,41.110958,-72.361282
333,334,Faxton-St Lukes Healthcare St Lukes Division,4,-0.258480453948192,-0.256258506417728,599,1656 Champlin Avenue,43.098179,-75.275383
334,335,Eastern Niagara Hospital - Lockport Division,2,-0.258437684164441,-0.467681013762552,565,521 East Avenue,43.176472,-78.670998
335,336,Sisters of Charity Hospital - St Joseph Campus,3,-0.257628785335954,-0.380163021967427,292,2157 Main Street,42.914642,-78.784241
336,337,Buffalo General Medical Center,1,-0.256165101881731,-0.353218025569115,207,100 High Street,42.900394,-78.865707
337,338,O'Connor Hospital,3,-0.253437684920196,-0.77757520288764,165,Andes Road,42.269238,-74.91555
338,339,SBH Health System,3,-0.252894600020605,-0.111306753148057,1176,4422 Third Avenue,40.853909,-73.891014
339,340,Saratoga Hospital,2,-0.252671864269064,-0.0805033302809952,818,211 Church Street,43.084843,-73.796341
340,341,Oswego Hospital,1,-0.252285233653691,-0.474609968221406,727,110 West Sixth Street,43.454781,-76.516434
341,342,The Unity Hospital of Rochester-St Marys Campus,3,-0.251833065441163,-0.480310494234494,412,1555 Long Pond Road,43.14901,-77.636139
342,343,Women And Children's Hospital Of Buffalo,3,-0.251346244224679,-0.346590827137691,208,100 High Street,42.900716,-78.867203
343,344,Oswego Hospital,2,-0.248457346187251,-0.499385308214854,727,110 West Sixth Street,43.454781,-76.516434
344,345,Ellis Hospital - Bellevue Woman's Care Center Division,3,-0.248290218609744,-0.494416628164164,848,Route 146,42.793575,-73.879089
345,346,Soldiers and Sailors Memorial Hospital of Yates County Inc,1,-0.247435379850768,-0.567187172682854,1158,418 North Main St,42.670712,-77.059822
346,347,Olean General Hospital,1,-0.245817285020748,-0.640024065327081,66,515 Main Street,42.089844,-78.42688
347,348,Sisters of Charity Hospital,4,-0.245633275106536,-0.282754808343602,218,2157 Main Street,42.92905,-78.849953
348,349,Mount Sinai Hospital - Mount Sinai Hospital of Queens,1,-0.244881490911977,-0.357669860340638,1639,One Gustave L Levy Place,40.768269,-73.924461
349,350,Community Memorial Hospital Inc,3,-0.244855522607493,-0.675149644554631,401,150 Broad Street,42.814011,-75.541962
350,351,Glens Falls Hospital,3,-0.244417752892403,-0.215406290812072,1005,100 Park Street,43.30735,-73.645996
351,352,Northern Dutchess Hospital,4,-0.243480937616925,-0.466626665525575,192,Springbrook Avenue,41.934223,-73.912331
352,353,SJRH - Park Care Pavilion,1,-0.240618366419283,-0.251653099976756,1099,967 North Broadway,40.939613,-73.892181
353,354,Rochester General Hospital,3,-0.240421523610648,-0.425273148598746,411,905 Culver Road,43.192619,-77.584503
354,355,The Unity Hospital of Rochester,2,-0.240391493689723,-0.48542674298222,471,1555 Long Pond Road,43.191551,-77.701538
355,356,Buffalo General Medical Center,2,-0.238362159239203,-0.355846525205162,207,100 High Street,42.900394,-78.865707
356,357,St Joseph's Medical Center,3,-0.237716195432589,-0.554597311390524,1098,127 S Broadway,40.929512,-73.896957
357,358,Lewis County General Hospital,4,-0.236774248322749,-0.660649898414836,383,Court House,43.795677,-75.498146
358,359,Jamaica Hospital Medical Center,1,-0.236588554874614,-0.322996260734622,1629,89th Ave & Van Wyck Expressway,40.701412,-73.816299
359,360,St Francis Hospital,1,-0.235913790511153,0.470153569568223,563,1 Huntington Quadrangle Suite 4 Co4,40.800301,-73.669098
360,361,Mount Sinai Hospital - Mount Sinai Hospital of Queens,2,-0.234206788057627,-0.322590855478481,1639,One Gustave L Levy Place,40.768269,-73.924461
361,362,Eastern Niagara Hospital - Lockport Division,3,-0.233978915158253,-0.446714113253479,565,521 East Avenue,43.176472,-78.670998
362,363,Richmond University Medical Center,2,-0.233100269977763,-0.037228168919813,1738,355 Bard Avenue,40.635807,-74.106674
363,364,Mount Sinai Brooklyn,4,-0.233083828076269,0.213983535113865,1324,10 Nathan Perlman Place,40.617954,-73.94323
364,365,SBH Health System,4,-0.230676061702679,-0.162890379654429,1176,4422 Third Avenue,40.853909,-73.891014
365,366,Staten Island University Hosp-South,4,-0.229860110236374,0.0949383964606497,1737,256 Mason Avenue,40.516773,-74.196808
366,367,Huntington Hospital,4,-0.228101526152324,-0.0799163965331154,913,270 Park Avenue,40.879513,-73.417442
367,368,Olean General Hospital,2,-0.227865007112989,-0.599604082812208,66,515 Main Street,42.089844,-78.42688
368,369,Buffalo General Medical Center,3,-0.227717552984927,-0.374970657488766,207,100 High Street,42.900394,-78.865707
369,370,South Nassau Communities Hospital,3,-0.225889233413268,0.19075094325309,527,2445 Oceanside Road,40.649601,-73.6315
370,371,Clifton-Fine Hospital,2,-0.22486369387506,-0.776412177714673,817,1014 Oswegatchie Trail,44.162724,-75.055809
371,372,Nyack Hospital,4,-0.224651179306715,0.256060077819225,776,Midland Avenue,41.096249,-73.924957
372,373,Vassar Brothers Medical Center,2,-0.223087573864023,-0.0201329516458849,181,45 Reade Place,41.694523,-73.935799
373,374,"New York Community Hospital of Brooklyn, Inc",1,-0.221737327098407,-0.416640805087645,1293,2525 Kings Highway,40.613419,-73.948967
374,375,"New York Community Hospital of Brooklyn, Inc",2,-0.220934851961072,-0.351420921123399,1293,2525 Kings Highway,40.613419,-73.948967
375,376,Vassar Brothers Medical Center,1,-0.220260195326316,-0.0427604931149764,181,45 Reade Place,41.694523,-73.935799
376,377,Glens Falls Hospital,2,-0.215609461261402,-0.180571740542887,1005,100 Park Street,43.30735,-73.645996
377,378,Mount Sinai Brooklyn,1,-0.213749547002889,0.282573748113963,1324,10 Nathan Perlman Place,40.617954,-73.94323
378,379,Brookhaven Memorial Hospital Medical Center Inc,3,-0.21361589625045,0.508387746791645,885,101 Hospital Road,40.778915,-72.978035
379,380,Wyoming County Community Hospital,3,-0.213157914834224,-0.658514270256319,1153,Wyoming County Courthouse,42.753513,-78.132454
380,381,Albany Memorial Hospital,1,-0.212846304626949,-0.405017144422522,4,2215 Burdett Avenue,42.674271,-73.749268
381,382,Mary Imogene Bassett Hospital,4,-0.211335184283044,-0.470629469447519,746,Atwell Road,42.695793,-74.922684
382,383,St Elizabeth Medical Center,1,-0.21039458042263,-0.337645796738544,598,2209 Genesee St,43.083561,-75.267189
383,384,Richmond University Medical Center,1,-0.209442570528571,-0.0617791532095177,1738,355 Bard Avenue,40.635807,-74.106674
384,385,Albany Medical Center Hospital,1,-0.209083559064409,-0.0679966591105242,1,New Scotland Avenue,42.65337,-73.773834
385,386,Nyack Hospital,1,-0.207940327528148,0.322778578092697,776,Midland Avenue,41.096249,-73.924957
386,387,SBH Health System,2,-0.206918909779952,-0.0480194236211417,1176,4422 Third Avenue,40.853909,-73.891014
387,388,St Francis Hospital,2,-0.205677544797888,0.488419899229915,563,1 Huntington Quadrangle Suite 4 Co4,40.800301,-73.669098
388,389,Massena Memorial Hospital,1,-0.204276133818616,-0.597287046052418,804,1 Hospital Drive,44.936363,-74.907951
389,390,Syosset Hospital,4,-0.202033648174491,0.467832494134994,550,300 Community Drive,40.810238,-73.508614
390,391,Eastern Long Island Hospital,1,-0.201019456296085,0.125660045468827,891,178-50 Linden Blvd,41.110958,-72.361282
391,392,Erie County Medical Center,3,-0.199417070881529,-0.493124414663814,210,462 Grider Street,42.92717,-78.829224
392,393,Wyoming County Community Hospital,2,-0.195324087020652,-0.644601102015407,1153,Wyoming County Courthouse,42.753513,-78.132454
393,394,Mount Sinai Brooklyn,2,-0.195225701915197,0.352067032769594,1324,10 Nathan Perlman Place,40.617954,-73.94323
394,395,Mount Sinai Brooklyn,3,-0.194113494687888,0.344606639611834,1324,10 Nathan Perlman Place,40.617954,-73.94323
395,396,Eastern Long Island Hospital,2,-0.193704338596037,0.0749459664975293,891,178-50 Linden Blvd,41.110958,-72.361282
396,397,Massena Memorial Hospital,3,-0.192323484658154,-0.623328629138128,804,1 Hospital Drive,44.936363,-74.907951
397,398,SBH Health System,1,-0.19047466879533,-0.0355431031869407,1176,4422 Third Avenue,40.853909,-73.891014
398,399,Glens Falls Hospital,1,-0.188039891702814,-0.162277787532162,1005,100 Park Street,43.30735,-73.645996
399,400,St Francis Hospital,3,-0.186644086387765,0.436393335753901,563,1 Huntington Quadrangle Suite 4 Co4,40.800301,-73.669098
400,401,St Catherine of Siena Hospital,1,-0.186104963186213,0.484370658075077,943,1 Huntington Quadrangle,40.867531,-73.220222
401,402,The University of Vermont Health Network - Elizabethtown Community Hospital,3,-0.185725303320444,-0.629203405286412,303,Park Street,44.215466,-73.596558
402,403,The Unity Hospital of Rochester-St Marys Campus,1,-0.185237526399646,-0.455422012569513,412,1555 Long Pond Road,43.14901,-77.636139
403,404,HealthAlliance Hospital Broadway Campus,3,-0.18300524610186,0.0628742326312156,990,105 Mary's Avenue,41.92643,-73.995453
404,405,Crouse Hospital - Commonwealth Division,3,-0.182786290307045,-0.530178009645211,9059,736 Irving Avenue,43.099155,-76.098633
405,406,Roswell Park Cancer Institute,4,-0.179147289361631,-0.101708271716681,216,Elm & Carlton Streets,42.898525,-78.865013
406,407,Jamaica Hospital Medical Center,2,-0.178634110585346,-0.25004422578009,1629,89th Ave & Van Wyck Expressway,40.701412,-73.816299
407,408,Erie County Medical Center,1,-0.17708571023785,-0.426555774163222,210,462 Grider Street,42.92717,-78.829224
408,409,Erie County Medical Center,2,-0.176920320402847,-0.447357849608931,210,462 Grider Street,42.92717,-78.829224
409,410,Cobleskill Regional Hospital,1,-0.17689462598948,-0.506990204343347,851,34 Grandview Drive,42.68683,-74.481976
410,411,St Catherine of Siena Hospital,2,-0.173384008548977,0.474419483729444,943,1 Huntington Quadrangle,40.867531,-73.220222
411,412,Syosset Hospital,3,-0.172501457372439,0.533081441363368,550,300 Community Drive,40.810238,-73.508614
412,413,Oswego Hospital - Alvin L Krakau Comm Mtl Health Center Div,4,-0.171655678011491,-0.487167780880993,12,110 West Sixth Street,43.459419,-76.506788
413,414,Mary Imogene Bassett Hospital,2,-0.171433229856734,-0.433274675272867,746,Atwell Road,42.695793,-74.922684
414,415,The Unity Hospital of Rochester,1,-0.171151616186734,-0.466205421116833,471,1555 Long Pond Road,43.191551,-77.701538
415,416,St Josephs Hospital Health Center,4,-0.171135944976751,-0.29276896656426,630,301 Prospect Avenue,43.055744,-76.149384
416,417,St Catherine of Siena Hospital,3,-0.170321293794695,0.442256140587488,943,1 Huntington Quadrangle,40.867531,-73.220222
417,418,St Josephs Hospital Health Center,3,-0.17016528945236,-0.389259329005469,630,301 Prospect Avenue,43.055744,-76.149384
418,419,Staten Island University Hosp-South,3,-0.167196191875051,0.165786957362061,1737,256 Mason Avenue,40.516773,-74.196808
419,420,Albany Medical Center Hospital,2,-0.165226469419764,-0.0241931651283961,1,New Scotland Avenue,42.65337,-73.773834
420,421,Mary Imogene Bassett Hospital,3,-0.161487864075178,-0.432496644040632,746,Atwell Road,42.695793,-74.922684
421,422,St Elizabeth Medical Center,2,-0.161197056680424,-0.328145099142913,598,2209 Genesee St,43.083561,-75.267189
422,423,Nyack Hospital,3,-0.158107786694159,0.393505210043594,776,Midland Avenue,41.096249,-73.924957
423,424,Nyack Hospital,2,-0.15709246675314,0.395245629647477,776,Midland Avenue,41.096249,-73.924957
424,425,Flushing Hospital Medical Center,1,-0.156637283128966,-0.374686507306221,1628,45th Avenue And Parsons Boulevard,40.755531,-73.815475
425,426,Albany Medical Center Hospital,3,-0.152728688979651,-0.0104946795539065,1,New Scotland Avenue,42.65337,-73.773834
426,427,Jamaica Hospital Medical Center,3,-0.151294996656836,-0.241831297572192,1629,89th Ave & Van Wyck Expressway,40.701412,-73.816299
427,428,Glen Cove Hospital,3,-0.150950595313188,-0.0274662154113165,490,St Andrews Lane,40.871731,-73.62159
428,429,Staten Island University Hosp-North,4,-0.15078858134145,0.101477404389522,1740,256 Mason Avenue,40.584141,-74.086998
429,430,Community Memorial Hospital Inc,2,-0.149835130164049,-0.600524935044366,401,150 Broad Street,42.814011,-75.541962
430,431,NewYork-Presbyterian/Hudson Valley Hospital,4,-0.149028025373418,-0.0461753676557881,1039,1980 Crompond Road,41.291512,-73.893341
431,432,The University of Vermont Health Network - Champlain Valley Physicians Hospital,1,-0.147321370313789,-0.157045512509152,135,100 Beekman Street,44.700279,-73.466751
432,433,Roswell Park Cancer Institute,3,-0.145861729850159,-0.140791617201536,216,Elm & Carlton Streets,42.898525,-78.865013
433,434,Oswego Hospital,3,-0.144967584343934,-0.478400393155514,727,110 West Sixth Street,43.454781,-76.516434
434,435,Wyoming County Community Hospital,1,-0.143336519063272,-0.619848628491348,1153,Wyoming County Courthouse,42.753513,-78.132454
435,436,South Nassau Communities Hospital,4,-0.142731030005494,0.27788399204856,527,2445 Oceanside Road,40.649601,-73.6315
436,437,Samaritan Medical Center,2,-0.142448830665561,-0.251682148904362,367,830 Washington St,43.964928,-75.912827
437,438,St Elizabeth Medical Center,3,-0.139669111703162,-0.349861052433941,598,2209 Genesee St,43.083561,-75.267189
438,439,White Plains Hospital Center,1,-0.139382244618018,-0.13297815265052,1045,Davis Avenue At East Post Road,41.026333,-73.769585
439,440,Our Lady of Lourdes Memorial Hospital Inc,1,-0.137843045227482,-0.210174191606009,43,169 Riverside Drive,42.092606,-75.935646
440,441,Staten Island University Hosp-North,3,-0.137609831142701,0.149838447471729,1740,256 Mason Avenue,40.584141,-74.086998
441,442,Good Samaritan Hospital Medical Center,2,-0.136425867422245,0.513016366044836,925,1000 Montauk Highway,40.696751,-73.286324
442,443,Staten Island University Hosp-North,2,-0.136230846163344,0.112200552513823,1740,256 Mason Avenue,40.584141,-74.086998
443,444,South Nassau Communities Hospital,1,-0.134796959144142,0.158958725956536,527,2445 Oceanside Road,40.649601,-73.6315
444,445,Community Memorial Hospital Inc,1,-0.134624780727672,-0.567870136481269,401,150 Broad Street,42.814011,-75.541962
445,446,St Johns Episcopal Hospital So Shore,4,-0.13430488232353,-0.0632821542253803,1635,393 Front St,40.598637,-73.752769
446,447,Lewis County General Hospital,3,-0.133290549303092,-0.588993824889303,383,Court House,43.795677,-75.498146
447,448,Wyckoff Heights Medical Center,1,-0.130564245985837,-0.317667723563369,1318,374 Stockholm St,40.704517,-73.91774
448,449,South Nassau Communities Hospital,2,-0.128792627048793,0.258557920589338,527,2445 Oceanside Road,40.649601,-73.6315
449,450,White Plains Hospital Center,4,-0.128349949832123,-0.181194812416004,1045,Davis Avenue At East Post Road,41.026333,-73.769585
450,451,Vassar Brothers Medical Center,0,-0.126418189192889,-0.0389995353105399,181,45 Reade Place,41.694523,-73.935799
451,452,Good Samaritan Hospital of Suffern,4,-0.12200237348704,0.286533066193618,779,Route 59,41.112255,-74.133003
